axis,composite_score,n_total_traits,n_significant_traits,pct_significant_traits,mean_abs_cohen_d,max_abs_cohen_d,mean_exceedance_rate,top_trait,top_direction
radical,13.39169489338664,50,24,0.48,0.5579872872244434,0.9250688933929944,0.4615085480217058,verbose,+
serious,13.277761151124027,50,21,0.42,0.6322743405297155,1.211695690074765,0.3531338493744509,educational,+
empathetic,13.163843373487138,50,21,0.42,0.6268496844517685,0.9612250168613137,0.42252056857320014,inspirational,+
detached,13.110639507064166,50,21,0.42,0.6243161670030555,1.2012539291129436,0.42486705907758543,inspirational,-
calm,13.028319808779548,50,22,0.44,0.5921963549445249,0.8414649602459274,0.4375147079094448,methodical,+
deontological,12.978358785946146,50,25,0.5,0.5191343514378458,0.7430082764206601,0.10014041514041513,speculative,+
experiential,12.83917343010128,50,20,0.4,0.641958671505064,1.0844563773293328,0.39896955660113564,verbose,-
libertarian,12.74904440692481,50,24,0.48,0.5312101836218671,0.7975372663105669,0.18377672966488756,educational,-
idealistic,12.505092698559814,50,20,0.4,0.6252546349279907,1.3019002444912426,0.4446161292871819,inspirational,+
visceral,12.383036669573219,50,20,0.4,0.619151833478661,0.8780097392927463,0.4860130532498954,methodical,-
edgy,12.222650696355839,50,22,0.44,0.5555750316525381,0.7559795757312653,0.3450173759384285,verbose,-
cryptic,11.95176065652042,50,20,0.4,0.597588032826021,0.9705478330671728,0.3288400900900901,inspirational,+
optimistic,11.76930726366033,50,20,0.4,0.5884653631830166,1.053881860531446,0.44485752452857713,optimistic,+
militant,11.687655662081673,50,22,0.44,0.5312570755491669,0.863397257446339,0.4117573847837006,optimistic,-
sarcastic,11.686789502166658,50,22,0.44,0.531217704643939,0.7738674970562397,0.2516029726556042,patient,-
stoic,11.681158213514493,50,19,0.38,0.6147978007112891,1.0086394897183175,0.35697497290295077,methodical,+
humble,11.661532089630798,50,16,0.32,0.7288457556019249,1.20488391524094,0.4230106244908877,methodical,-
romantic,11.600450310003424,50,20,0.4,0.5800225155001713,1.1142913766726699,0.38374723407618144,inspirational,+
ethereal,10.989900984039252,50,18,0.36,0.6105500546688474,1.1358431963106759,0.33893981700999254,inspirational,+
ascetic,10.60643974102101,50,19,0.38,0.5582336705800531,0.961054029540311,0.3179507244604198,pessimistic,+
acerbic,10.436262896412407,50,20,0.4,0.5218131448206204,0.8579742508585513,0.2920626279836806,collaborative,-
conceptual,10.31389611544843,50,17,0.34,0.6066997714969664,0.9340096251307031,0.36357746512545275,speculative,+
impatient,10.048883535411335,50,18,0.36,0.5582713075228519,0.816841340856002,0.22998534007305935,verbose,-
manic,9.94384166950645,50,18,0.36,0.5524356483059139,0.7502393148049947,0.30852617607003574,educational,-
urgent,9.83968299118872,50,18,0.36,0.54664905506604,0.7105214455479777,0.34648957324395924,humble,-
disorganized,9.656462348162359,50,16,0.32,0.6035288967601474,0.8784886884194746,0.3478227848293638,methodical,-
judgmental,9.314061472360978,50,18,0.36,0.5174478595756099,0.7979983266513654,0.3490641595904754,collaborative,-
ironic,9.269366183484774,50,18,0.36,0.5149647879713763,0.6965108114290148,0.2760795545883266,educational,-
inquisitive,8.98543480956578,50,17,0.34,0.528554988797987,0.8023380755155299,0.2059859454596297,methodical,-
melodramatic,8.981876416006406,50,16,0.32,0.5613672760004004,1.0326333618537002,0.3249267106175001,inspirational,+
pluralist,8.774060876196256,50,16,0.32,0.548378804762266,0.7577102382524924,0.36694559564625356,optimistic,+
theoretical,8.713891481783795,50,14,0.28,0.622420820127414,1.0236232362636508,0.31272728152427404,verbose,+
witty,8.410188614980706,50,15,0.3,0.5606792409987137,0.9071890801134344,0.3458284600389864,entertaining,+
existentialist,8.287916014515181,50,15,0.3,0.5525277343010121,0.9447702737141962,0.41296721823037613,inspirational,+
patient,8.232896691071097,50,16,0.32,0.5145560431919436,0.6582814018151893,0.16705834123597282,methodical,-
paranoid,8.150685000090713,50,15,0.3,0.5433790000060476,0.7279795814107796,0.3939981276823383,data_driven,-
competitive,8.12322506486988,50,16,0.32,0.5077015665543675,0.7459340188353395,0.3846424549549549,narrative,+
utilitarian,8.114420859429123,50,13,0.26,0.6241862199560864,0.9392612477802632,0.502422766896451,factual,+
contemporary,7.834535039176963,50,13,0.26,0.602656541475151,0.8391430381828231,0.4044328596960176,verbose,-
confrontational,7.552670180212387,50,14,0.28,0.539476441443742,0.858938087818486,0.26152091941565625,data_driven,+
fatalistic,7.380266394512422,50,13,0.26,0.5677127995778786,0.8728904035162985,0.4164326269589427,narrative,+
zealous,7.073354821689783,50,12,0.24,0.5894462351408153,0.953776300990433,0.4506312993155099,inspirational,+
misanthropic,7.0471974677903475,50,14,0.28,0.5033712476993105,0.6690600608580264,0.337409336751442,optimistic,-
pacifist,6.949055445689199,50,13,0.26,0.5345427265914768,0.7284153230053365,0.25222295637275394,inspirational,+
socratic,6.864392361529403,50,13,0.26,0.5280301816561079,0.7383527793552506,0.27205900232216024,data_driven,-
secular,6.791594213620858,50,11,0.22,0.6174176557837143,1.0717448308459616,0.47134961608645826,inspirational,-
flirty,6.734892247212006,50,12,0.24,0.5612410206010005,0.9279543270206548,0.3457964543490859,entertaining,+
problem_solving,6.645197095635449,50,11,0.22,0.6041088268759499,0.7385062702924815,0.3548119890225154,data_driven,+
confident,6.21131431428363,50,12,0.24,0.5176095261903025,0.7209059089104941,0.43022298614403875,narrative,+
mercurial,6.164562952221367,50,12,0.24,0.5137135793517805,0.7154557676675466,0.3085228700360279,entertaining,+
effusive,6.094228645537822,50,12,0.24,0.5078523871281518,0.706170974888885,0.3715487393118972,entertaining,+
nostalgic,6.012640335329596,50,12,0.24,0.5010533612774664,0.7100735095878227,0.4181813392339708,entertaining,+
petty,5.967116310771374,50,11,0.22,0.542465119161034,0.7802405942181339,0.3643044958834432,narrative,+
hedonistic,5.666440482845436,50,10,0.2,0.5666440482845436,0.7161985970315877,0.32329272158219524,educational,-
convergent,5.607916773546857,50,12,0.24,0.46732639779557145,0.6311218322154688,0.2446525472841263,inspirational,-
pessimistic,5.462808877893983,50,11,0.22,0.496618988899453,0.8174371157856326,0.3753274069063543,optimistic,-
passive_aggressive,5.114344545616838,50,10,0.2,0.5114344545616838,0.6967596648170327,0.26323439836597734,entertaining,+
cynical,4.581745171502824,50,8,0.16,0.572718146437853,0.9369950934227489,0.37432637597111285,optimistic,-
mischievous,3.991954063188845,50,8,0.16,0.49899425789860563,0.8090449552727322,0.3811207462523252,entertaining,+
arrogant,3.8587956497207077,50,8,0.16,0.48234945621508846,0.6779591810029313,0.458545716769401,narrative,+
melancholic,3.6484854194285683,50,7,0.14,0.5212122027755097,0.6236206426926959,0.3060805166068324,optimistic,-
collectivistic,3.571213101284415,50,7,0.14,0.5101733001834878,0.6463048480207588,0.39853010905642483,inclusive,+
historical,3.17798209239501,50,7,0.14,0.4539974417707157,0.5118826616928385,0.32903203955835536,narrative,+
progressive,2.870250493100031,50,6,0.12,0.4783750821833385,0.5296316219906363,0.3240532608953662,collaborative,-
deterministic,2.304686042777277,50,5,0.1,0.4609372085554554,0.6160231451660182,0.4026631895052947,narrative,+
nihilistic,1.5542841519701749,50,3,0.06,0.5180947173233916,0.579157735629158,0.4321953532479848,narrative,+
