trait,axis,n,mean_delta,cohen_d,t_stat,p_raw,p_adjusted,significant,direction,exceedance_rate
supportive,avoidant,36,-0.7918813828792837,-0.5956237780187086,-3.5737426681122515,0.0010498318446476873,0.00336576375842028,True,-,0.1388888888888889
patient,whimsical,39,0.49469106453351486,0.5955911129389729,3.71946530816776,0.000642852395157346,0.002283753784761547,True,+,0.38461538461538464
independent,spiritual,36,0.4298238957093822,0.5955776266671498,3.5734657600028985,0.0010506437373328224,0.003367218251254187,True,+,0.2777777777777778
playful,spiritual,37,0.405146374895766,0.5955293339012163,3.622463517947776,0.0008925045197013768,0.0029686986854893637,True,+,0.3783783783783784
inquisitive,temperamental,40,-0.4356371730566025,-0.595475081573818,-3.766115095295657,0.0005472719647214453,0.0020197708945353695,True,-,0.3
practical,avoidant,36,-0.7276258965333303,-0.5954356812332713,-3.5726140873996277,0.0010531446335752194,0.00337408301145435,True,-,0.05555555555555555
entertaining,mystical,37,0.47184359020478017,0.5952828038649104,3.620963934280341,0.0008962953460515741,0.0029781464308535864,True,+,0.43243243243243246
pessimistic,verbose,36,0.3731237476070722,0.595264290361415,3.57158574216849,0.0010561719739286672,0.0033803256911574637,True,+,0.16666666666666666
supportive,narrative,36,0.35628173500299454,0.595135223684092,3.5708113421045518,0.0010584572653994744,0.003386486825988788,True,+,0.3888888888888889
strategic,dominant,36,0.3801000842617618,0.5951110887759127,3.570666532655476,0.0010588851339937673,0.0033867030484999706,True,+,0.5833333333333334
agreeable,circumspect,37,0.4182521519628731,0.5950415465010142,3.619496423027074,0.0009000201400355079,0.002989466189517235,True,+,0.40540540540540543
accessible,adventurous,37,0.3374230281726734,0.5949716211619123,3.619071083794467,0.0009011025134430746,0.002991915496876975,True,+,0.3783783783783784
entertaining,bombastic,37,0.5703376092620798,0.5949527964393009,3.6189565774771233,0.0009013941156548503,0.002991915496876975,True,+,0.2702702702702703
collaborative,anxious,37,-0.31378187843271205,-0.5949189177081864,-3.618750501200926,0.0009019191397367096,0.0029926014520032015,True,-,0.32432432432432434
patient,meditative,39,0.45275589030904645,0.5948900760123054,3.7150873339639183,0.0006510510592699073,0.002307647042661059,True,+,0.3076923076923077
playful,mischievous,37,0.5394340834102115,0.594703751963359,3.617441699070486,0.0009052604940083588,0.003001785664188862,True,+,0.3783783783783784
agreeable,collaborative,37,0.1556865054409246,0.5946070779197962,3.61685365382065,0.0009067656526176074,0.0030044403012356394,True,+,0.43243243243243246
speculative,anxious,36,-0.34198223882251316,-0.5945522104664495,-3.5673132627986965,0.0010688398315220663,0.003415055885896473,True,-,0.4166666666666667
calm,conscientious,38,0.39369815431143107,0.5943889452609447,3.6640595373765277,0.0007731689442811255,0.0026546494037211024,True,+,0.2631578947368421
accessible,critical,37,0.42993648148871755,0.5943052664235643,3.6150178061601577,0.0009114802389030813,0.0030189972676846243,True,+,0.3783783783783784
grounded,closure_seeking,37,-0.6134227548499365,-0.5942010969966868,-3.6143841682735443,0.0009131129506066211,0.003022275259050084,True,-,0.1891891891891892
flexible,verbose,36,0.5089580687797732,0.5941497467525265,3.5648984805151596,0.0010760643236118028,0.003432305613149286,True,+,0.1111111111111111
playful,dramatic,37,0.571221840542716,0.5941472018321777,3.6140563367863043,0.0009139587903158093,0.0030240100770744837,True,+,0.40540540540540543
skeptical,altruistic,37,0.8754705843087789,0.5940411395120649,3.6134111848796455,0.0009156255588151515,0.003025576632997505,True,+,0.08108108108108109
practical,altruistic,36,0.5936266150739458,0.5938476538255715,3.5630859229534284,0.0010815180103240843,0.003442691939399388,True,+,0.0
inclusive,traditional,37,-0.3212775702814798,-0.5938446934359539,-3.6122162500486534,0.0009187204586105502,0.0030322936485039226,True,-,0.3783783783783784
analytical,paranoid,36,-0.4784943411747615,-0.5937882395991525,-3.562729437594915,0.0010825937481536926,0.0034449496386745803,True,-,0.4444444444444444
educational,mercurial,38,-0.3753813167935924,-0.593609123356012,-3.659252392305939,0.0007838664929030945,0.002681348265389042,True,-,0.23684210526315788
