condition,axis,count,mean,std,min,max
Neutral,creative,628,1.045336061934377,0.5306034192969215,-0.41142845153808594,2.038749933242798
Neutral,critical,628,0.01404435534006471,0.7598505241285575,-1.3655253648757935,1.405173897743225
Neutral,cruel,628,-1.8915239454834325,0.29646301337407527,-2.682743787765503,-1.0883171558380127
Neutral,cryptic,628,-0.9958759774542918,0.6217987992924973,-2.6859540939331055,-0.10367849469184875
Neutral,curious,628,1.971712041053043,0.2771018975070023,0.6899471282958984,2.405341863632202
Neutral,cynical,628,-1.2451781706445535,0.515309497537807,-2.098729133605957,0.054934412240982056
Neutral,data_driven,628,-2.2085608900732296,0.4651645014789519,-3.72989559173584,-1.3683805465698242
Neutral,decisive,628,-0.4727262081578374,0.3487407539796161,-1.1908178329467773,0.16025371849536896
Neutral,deconstructionist,628,-0.2693468171889615,0.8510754755610295,-1.862510323524475,1.0730013847351074
Neutral,deontological,628,3.987908490144523,0.522349327383849,3.229478120803833,5.179653167724609
Neutral,detached,628,1.7037172596545735,0.3320108910873924,0.7358840703964233,2.423614740371704
Neutral,deterministic,628,-0.03408198317239998,0.5495186435932271,-1.6724495887756348,0.9485737681388855
Neutral,diplomatic,628,2.2642018510277864,0.4296855094146543,1.1641621589660645,3.408172369003296
Neutral,disorganized,628,-2.516366132125733,0.41818518852404785,-3.4995737075805664,-1.3739354610443115
Neutral,dispassionate,628,0.6543044984625404,0.29102589182870847,0.050431638956069946,1.2560458183288574
Neutral,dogmatic,628,-1.1915801190266944,0.3097749584142953,-1.9048501253128052,-0.1763887107372284
Neutral,dominant,628,0.9216376457387095,0.3515614645499501,0.0019559115171432495,1.6143583059310913
Neutral,dramatic,628,-0.5639624495866002,0.39149654284365776,-1.4173167943954468,0.11264384537935257
Neutral,earnest,628,2.923175822397706,0.30849340448782625,1.8317525386810303,3.6971747875213623
Neutral,eclectic,628,-0.5940309184704237,0.9775075177731413,-2.865060567855835,0.7201663255691528
Neutral,edgy,628,-3.355237147610658,0.4854243064495772,-4.5428547859191895,-2.2856407165527344
Neutral,educational,628,2.8753045060832028,0.2186305178872098,1.6377894878387451,3.3827741146087646
Neutral,effusive,628,-1.9371140762499184,0.3893878173918616,-2.821678638458252,-1.2535614967346191
Neutral,egalitarian,628,4.7166728244465626,0.4946378811011552,3.3531880378723145,5.871275901794434
