axis,composite_score,n_total_traits,n_significant_traits,pct_significant_traits,mean_abs_cohen_d,max_abs_cohen_d,mean_exceedance_rate,top_trait,top_direction
gregarious,34.22140414430244,50,47,0.94,0.728114981793669,1.3377215181240978,0.4563941769316911,inspirational,+
flirty,34.107088974129645,50,50,1.0,0.6821417794825929,1.3170135465032848,0.426442105263158,entertaining,+
serious,34.080873456060786,50,48,0.96,0.7100181970012663,1.4715506535923564,0.362843567251462,entertaining,-
accommodating,33.67272619121618,50,47,0.94,0.7164409827918335,1.4628039271636495,0.41065074032599225,empathetic,+
impatient,33.65006522938406,50,48,0.96,0.7010430256121679,1.5184350047163568,0.3974293372319688,entertaining,+
eloquent,33.479244613115654,50,45,0.9,0.7439832136247924,1.587733519320897,0.41721767381416497,inspirational,+
passive_aggressive,33.42019387335521,50,50,1.0,0.6684038774671042,1.24255494650459,0.4262198830409358,entertaining,+
passionate,32.94072380553845,50,48,0.96,0.6862650792820509,1.470752487085426,0.42914230019493177,inspirational,+
socratic,32.93966883473584,50,50,1.0,0.6587933766947168,1.174832138325625,0.37429005847953223,anxious,+
stream_of_consciousness,32.927807736207136,50,46,0.92,0.7158219073088508,1.1483744651400116,0.4524357996440376,inspirational,+
solemn,32.88434751567493,50,48,0.96,0.6850905732432278,1.3515145253281637,0.33447855750487326,entertaining,-
detached,32.75850373761763,50,44,0.88,0.7445114485822188,1.3480617977944616,0.4406379585326954,inspirational,-
inquisitive,32.41736373758469,50,49,0.98,0.6615788517874426,1.1614188379260855,0.38651032342761665,spontaneous,+
pacifist,32.31265159795527,50,47,0.94,0.68750322548841,1.322975086181293,0.4580092074157023,inspirational,+
introspective,32.13086164925487,50,48,0.96,0.669392951026143,1.3805212384234031,0.413196881091618,verbose,+
dramatic,31.883040963597193,50,45,0.9,0.708512021413271,1.567924486047254,0.4310942170240416,inspirational,+
absolutist,31.44116156913379,50,48,0.96,0.655024199356954,1.004266065432571,0.3605494639376219,inquisitive,-
grandiose,31.43646570824924,50,46,0.92,0.6834014284402009,1.462353102959866,0.43806254767353175,inspirational,+
forgiving,31.30653239722103,50,45,0.9,0.6957007199382451,1.3127037642511208,0.352930474333983,empathetic,+
mercurial,30.981773547009624,50,48,0.96,0.6454536155627005,1.2130851423320408,0.3780250974658869,entertaining,+
disorganized,30.794112127622178,50,48,0.96,0.6415440026587954,1.2199216903204917,0.36026315789473684,entertaining,+
deconstructionist,30.742891975191732,50,48,0.96,0.6404769161498277,1.0213604499382662,0.3960087719298245,verbose,+
arrogant,30.263644149501793,50,49,0.98,0.6176253908061591,1.0399218678164905,0.39583482515813345,entertaining,+
iconoclastic,30.087278829143923,50,49,0.98,0.6140260985539576,1.0662712926959865,0.37748657357679916,playful,+
poetic,29.95921049749787,50,48,0.96,0.6241502186978723,1.4794269553443893,0.40866471734892773,inspirational,+
creative,29.381700155256787,50,48,0.96,0.6121187532345164,1.3951208304876561,0.37360136452241705,inspirational,+
relativist,29.226431901252838,50,48,0.96,0.6088839979427675,0.9496933792683411,0.34703947368421045,verbose,+
casual,29.115728959973353,50,45,0.9,0.647016199110519,1.2753721845698947,0.3770838206627682,spontaneous,+
formal,28.904875374677342,50,44,0.88,0.6569289857881214,1.28576498377404,0.3552232854864434,entertaining,-
charismatic,28.82823597175331,50,44,0.88,0.6551871811762116,1.4764771720294756,0.4486562998405104,inspirational,+
contrarian,28.777119888600595,50,48,0.96,0.5995233310125124,1.0304498517822802,0.3947794834307994,pessimistic,+
challenging,28.772316446332272,50,46,0.92,0.6254851401376581,1.0376373335465272,0.3942893465547927,speculative,+
decisive,28.753500207177122,50,45,0.9,0.6389666712706027,0.9801612213402824,0.45616894087069515,spontaneous,-
closure_seeking,28.067211388958064,50,45,0.9,0.6237158086435125,0.9768424512082303,0.42694866796621195,intuitive,-
animated,27.805091752001736,50,44,0.88,0.6319339034545849,1.5440561319061754,0.4098471557682084,inspirational,+
qualitative,27.559126695099803,50,43,0.86,0.6409099231418559,1.4974838424844947,0.45965864273085816,data_driven,-
ritualistic,27.49355277437305,50,40,0.8,0.6873388193593263,1.2103291828072005,0.3354166666666666,spontaneous,-
zealous,27.225264992748343,50,45,0.9,0.605005888727741,1.4033227844533767,0.43978817413905125,inspirational,+
philosophical,27.214782077819944,50,44,0.88,0.6185177744959078,1.4055609331266687,0.3636988304093567,verbose,+
essentialist,27.196148625041474,50,45,0.9,0.604358858334255,0.9066621167659296,0.4267680311890839,humble,-
eclectic,27.135233857455418,50,46,0.92,0.5898963882055526,1.1924173745710926,0.35761123824052893,inspirational,+
circumspect,27.068821211867338,50,45,0.9,0.6015293602637186,1.043718970404667,0.4433671215074725,verbose,+
mystical,26.749189759453813,50,46,0.92,0.5815041252055176,1.4529347696393973,0.35627256547165015,inspirational,+
